ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Regular price,Categories,Tags,Images,Brands,Slug,SEO Title,Meta Description,Meta: rank_math_title,Meta: rank_math_description,Meta: rank_math_focus_keyword,Meta: _yoast_wpseo_title,Meta: _yoast_wpseo_metadesc,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Original Name,Original Description
,simple,DS-3E0326P-E(C),Hikvision DS-3E0326P-E(C) 24 Port Fast Ethernet PoE Network Switch,1,0,visible,"Hikvision DS-3E0326P-E(C) 24 Port Fast Ethernet PoE Network Switch for networking, rack, and IT infrastructure projects. Model DS-3E0326P-E(C) from Hikvision, supplied for professional installations and business use.","<p><strong>Hikvision DS-3E0326P-E(C) 24 Port Fast Ethernet PoE Network Switch</strong> is a poe network switch from Hikvision built for networking, rack, and IT infrastructure projects.</p><ul><li>Hikvision DS-3E0326P-E(C) 24 Port Fast Ethernet PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: DS-3E0326P-E(C) for accurate ordering and after-sales support.</li><li>Key product details include 24 Port, POE, Fast Ethernet.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, managed network control depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,1,132,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, Hikvision, DS-3E0326P-E(C), Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, 24 Port",DS-3E0326P-E(C)-1200x1200.jpg,Hikvision,hikvision-ds-3e0326p-e-c-24-port-fast-ethernet-poe-network-switch,Hikvision DS-3E0326P-E(C) 24 Port Fast Ethernet PoE Network Switch,"Buy Hikvision DS-3E0326P-E(C) 24 Port Fast Ethernet PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0326P-E(C) with.",Hikvision DS-3E0326P-E(C) 24 Port Fast Ethernet PoE Network Switch,"Buy Hikvision DS-3E0326P-E(C) 24 Port Fast Ethernet PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0326P-E(C) with.",Hikvision DS-3E0326P-E(C) PoE Network Switch,Hikvision DS-3E0326P-E(C) 24 Port Fast Ethernet PoE Network Switch,"Buy Hikvision DS-3E0326P-E(C) 24 Port Fast Ethernet PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0326P-E(C) with.",Brand,Hikvision,1,0,Model,DS-3E0326P-E(C),1,0,Product Type,PoE Network Switch,1,0,HIKVISION DS-3E0326P-E(C) 24 Port Fast Ethernet Unmanaged POE Switch,"HIKVISION DS-3E0326P-E(C) 24 Port Fast Ethernet Unmanaged POE Switch is a poe switches from HIKVISION suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: DS-3E0326P-E(C)."
,simple,DS-3E0326P-E/M,Hikvision DS-3E0326P-E/M 24 Port Fast Ethernet PoE Network Switch,1,0,visible,"Hikvision DS-3E0326P-E/M 24 Port Fast Ethernet PoE Network Switch for networking, rack, and IT infrastructure projects. Model DS-3E0326P-E/M from Hikvision, supplied for professional installations and business use.","<p><strong>Hikvision DS-3E0326P-E/M 24 Port Fast Ethernet PoE Network Switch</strong> is a poe network switch from Hikvision built for networking, rack, and IT infrastructure projects.</p><ul><li>Hikvision DS-3E0326P-E/M 24 Port Fast Ethernet PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: DS-3E0326P-E/M for accurate ordering and after-sales support.</li><li>Key product details include 24 Port, POE, Fast Ethernet.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, managed network control depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,1,112,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, Hikvision, DS-3E0326P-E/M, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, 24 Port",DS-3E0326P-E-M-1200x1200.jpg,Hikvision,hikvision-ds-3e0326p-e-m-24-port-fast-ethernet-poe-network-switch,Hikvision DS-3E0326P-E/M 24 Port Fast Ethernet PoE Network Switch,"Buy Hikvision DS-3E0326P-E/M 24 Port Fast Ethernet PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0326P-E/M with.",Hikvision DS-3E0326P-E/M 24 Port Fast Ethernet PoE Network Switch,"Buy Hikvision DS-3E0326P-E/M 24 Port Fast Ethernet PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0326P-E/M with.",Hikvision DS-3E0326P-E/M PoE Network Switch,Hikvision DS-3E0326P-E/M 24 Port Fast Ethernet PoE Network Switch,"Buy Hikvision DS-3E0326P-E/M 24 Port Fast Ethernet PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0326P-E/M with.",Brand,Hikvision,1,0,Model,DS-3E0326P-E/M,1,0,Product Type,PoE Network Switch,1,0,HIKVISION DS-3E0326P-E/M 24 Port Fast Ethernet Unmanaged POE Switch,"HIKVISION DS-3E0326P-E/M 24 Port Fast Ethernet Unmanaged POE Switch is a poe switches from HIKVISION suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: DS-3E0326P-E/M."
,simple,DS-3E0505D-E,Hikvision DS-3E0505D-E 5Port Gigabit Managed Network Switch,1,0,visible,"Hikvision DS-3E0505D-E 5Port Gigabit Managed Network Switch for networking, rack, and IT infrastructure projects. Model DS-3E0505D-E from Hikvision, supplied for professional installations and business use.","<p><strong>Hikvision DS-3E0505D-E 5Port Gigabit Managed Network Switch</strong> is a managed network switch from Hikvision built for networking, rack, and IT infrastructure projects.</p><ul><li>Hikvision DS-3E0505D-E 5Port Gigabit Managed Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: DS-3E0505D-E for accurate ordering and after-sales support.</li><li>Key product details include 5Port, Gigabit.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports Gigabit connectivity, managed network control depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,1,12,Network Hardware > Switches & LAN Distribution > Managed Switches,"Managed Network Switch, Hikvision, DS-3E0505D-E, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, Managed Switches, managed switch, network switch, business switch, 5Port",DS-3E0505D-E--1-1200x1200.jpg,Hikvision,hikvision-ds-3e0505d-e-5port-gigabit-managed-network-switch,Hikvision DS-3E0505D-E 5Port Gigabit Managed Network Switch,"Buy Hikvision DS-3E0505D-E 5Port Gigabit Managed Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0505D-E with reliable.",Hikvision DS-3E0505D-E 5Port Gigabit Managed Network Switch,"Buy Hikvision DS-3E0505D-E 5Port Gigabit Managed Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0505D-E with reliable.",Hikvision DS-3E0505D-E Managed Network Switch,Hikvision DS-3E0505D-E 5Port Gigabit Managed Network Switch,"Buy Hikvision DS-3E0505D-E 5Port Gigabit Managed Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0505D-E with reliable.",Brand,Hikvision,1,0,Model,DS-3E0505D-E,1,0,Product Type,Managed Network Switch,1,0,HIKVISION DS-3E0505D-E 5Port Gigabit Unmanaged Desktop Switch,"HIKVISION DS-3E0505D-E 5Port Gigabit Unmanaged Desktop Switch is a managed switches from HIKVISION suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: DS-3E0505D-E."
,simple,DS-3E0505P-E/M,Hikvision DS-3E0505P-E/M 4 Port Gigabit PoE Network Switch,1,0,visible,"Hikvision DS-3E0505P-E/M 4 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Model DS-3E0505P-E/M from Hikvision, supplied for professional installations and business use.","<p><strong>Hikvision DS-3E0505P-E/M 4 Port Gigabit PoE Network Switch</strong> is a poe network switch from Hikvision built for networking, rack, and IT infrastructure projects.</p><ul><li>Hikvision DS-3E0505P-E/M 4 Port Gigabit PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: DS-3E0505P-E/M for accurate ordering and after-sales support.</li><li>Key product details include 4 Port, POE, Gigabit.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, Gigabit connectivity, managed network control depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,1,24,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, Hikvision, DS-3E0505P-E/M, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, 4 Port",DS-3E0505P-E-M-1200x1200.jpg,Hikvision,hikvision-ds-3e0505p-e-m-4-port-gigabit-poe-network-switch,Hikvision DS-3E0505P-E/M 4 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0505P-E/M 4 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0505P-E/M with reliable.",Hikvision DS-3E0505P-E/M 4 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0505P-E/M 4 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0505P-E/M with reliable.",Hikvision DS-3E0505P-E/M PoE Network Switch,Hikvision DS-3E0505P-E/M 4 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0505P-E/M 4 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0505P-E/M with reliable.",Brand,Hikvision,1,0,Model,DS-3E0505P-E/M,1,0,Product Type,PoE Network Switch,1,0,HIKVISION DS-3E0505P-E/M 4 Port Gigabit Unmanaged POE Switch,"HIKVISION DS-3E0505P-E/M 4 Port Gigabit Unmanaged POE Switch is a poe switches from HIKVISION suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: DS-3E0505P-E/M."
,simple,DS-3E0508D-E,Hikvision DS-3E0508D-E 8Port Gigabit Managed Network Switch,1,0,visible,"Hikvision DS-3E0508D-E 8Port Gigabit Managed Network Switch for networking, rack, and IT infrastructure projects. Model DS-3E0508D-E from Hikvision, supplied for professional installations and business use.","<p><strong>Hikvision DS-3E0508D-E 8Port Gigabit Managed Network Switch</strong> is a managed network switch from Hikvision built for networking, rack, and IT infrastructure projects.</p><ul><li>Hikvision DS-3E0508D-E 8Port Gigabit Managed Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: DS-3E0508D-E for accurate ordering and after-sales support.</li><li>Key product details include 8Port, Gigabit.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports Gigabit connectivity, managed network control depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,1,18,Network Hardware > Switches & LAN Distribution > Managed Switches,"Managed Network Switch, Hikvision, DS-3E0508D-E, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, Managed Switches, managed switch, network switch, business switch, 8Port",DS-3E0508D-E-1200x1200.jpg,Hikvision,hikvision-ds-3e0508d-e-8port-gigabit-managed-network-switch,Hikvision DS-3E0508D-E 8Port Gigabit Managed Network Switch,"Buy Hikvision DS-3E0508D-E 8Port Gigabit Managed Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0508D-E with reliable.",Hikvision DS-3E0508D-E 8Port Gigabit Managed Network Switch,"Buy Hikvision DS-3E0508D-E 8Port Gigabit Managed Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0508D-E with reliable.",Hikvision DS-3E0508D-E Managed Network Switch,Hikvision DS-3E0508D-E 8Port Gigabit Managed Network Switch,"Buy Hikvision DS-3E0508D-E 8Port Gigabit Managed Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0508D-E with reliable.",Brand,Hikvision,1,0,Model,DS-3E0508D-E,1,0,Product Type,Managed Network Switch,1,0,HIKVISION DS-3E0508D-E 8Port Gigabit Unmanaged Desktop Switch,"HIKVISION DS-3E0508D-E 8Port Gigabit Unmanaged Desktop Switch is a managed switches from HIKVISION suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: DS-3E0508D-E."
,simple,DS-3E0510P-E/M,Hikvision DS-3E0510P-E/M 8 Port Gigabit PoE Network Switch,1,0,visible,"Hikvision DS-3E0510P-E/M 8 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Model DS-3E0510P-E/M from Hikvision, supplied for professional installations and business use.","<p><strong>Hikvision DS-3E0510P-E/M 8 Port Gigabit PoE Network Switch</strong> is a poe network switch from Hikvision built for networking, rack, and IT infrastructure projects.</p><ul><li>Hikvision DS-3E0510P-E/M 8 Port Gigabit PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: DS-3E0510P-E/M for accurate ordering and after-sales support.</li><li>Key product details include 8 Port, POE, Gigabit.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, Gigabit connectivity, managed network control depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,1,39.75,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, Hikvision, DS-3E0510P-E/M, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, 8 Port",DS-3E0510P-E-M-1200x1200.jpg,Hikvision,hikvision-ds-3e0510p-e-m-8-port-gigabit-poe-network-switch,Hikvision DS-3E0510P-E/M 8 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0510P-E/M 8 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0510P-E/M with reliable.",Hikvision DS-3E0510P-E/M 8 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0510P-E/M 8 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0510P-E/M with reliable.",Hikvision DS-3E0510P-E/M PoE Network Switch,Hikvision DS-3E0510P-E/M 8 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0510P-E/M 8 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0510P-E/M with reliable.",Brand,Hikvision,1,0,Model,DS-3E0510P-E/M,1,0,Product Type,PoE Network Switch,1,0,HIKVISION DS-3E0510P-E/M 8 Port Gigabit Unmanaged POE Switch,"HIKVISION DS-3E0510P-E/M 8 Port Gigabit Unmanaged POE Switch is a poe switches from HIKVISION suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: DS-3E0510P-E/M."
,simple,DS-3E0518P-E,Hikvision DS-3E0518P-E 16 Port Gigabit PoE Network Switch,1,0,visible,"Hikvision DS-3E0518P-E 16 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Model DS-3E0518P-E from Hikvision, supplied for professional installations and business use.","<p><strong>Hikvision DS-3E0518P-E 16 Port Gigabit PoE Network Switch</strong> is a poe network switch from Hikvision built for networking, rack, and IT infrastructure projects.</p><ul><li>Hikvision DS-3E0518P-E 16 Port Gigabit PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: DS-3E0518P-E for accurate ordering and after-sales support.</li><li>Key product details include 16 Port, POE, Gigabit.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, Gigabit connectivity, managed network control depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,1,118,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, Hikvision, DS-3E0518P-E, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, 16 Port",DS-3E0518P-E-1200x1200.jpg,Hikvision,hikvision-ds-3e0518p-e-16-port-gigabit-poe-network-switch,Hikvision DS-3E0518P-E 16 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0518P-E 16 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0518P-E with reliable.",Hikvision DS-3E0518P-E 16 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0518P-E 16 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0518P-E with reliable.",Hikvision DS-3E0518P-E PoE Network Switch,Hikvision DS-3E0518P-E 16 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0518P-E 16 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0518P-E with reliable.",Brand,Hikvision,1,0,Model,DS-3E0518P-E,1,0,Product Type,PoE Network Switch,1,0,HIKVISION DS-3E0518P-E 16 Port Gigabit Unmanaged POE Switch,"HIKVISION DS-3E0518P-E 16 Port Gigabit Unmanaged POE Switch is a poe switches from HIKVISION suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: DS-3E0518P-E."
,simple,DS-3E0518P-E/M,Hikvision DS-3E0518P-E/M 16 Port Gigabit PoE Network Switch,1,0,visible,"Hikvision DS-3E0518P-E/M 16 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Model DS-3E0518P-E/M from Hikvision, supplied for professional installations and business use.","<p><strong>Hikvision DS-3E0518P-E/M 16 Port Gigabit PoE Network Switch</strong> is a poe network switch from Hikvision built for networking, rack, and IT infrastructure projects.</p><ul><li>Hikvision DS-3E0518P-E/M 16 Port Gigabit PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: DS-3E0518P-E/M for accurate ordering and after-sales support.</li><li>Key product details include 16 Port, POE, Gigabit.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, Gigabit connectivity, managed network control depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,1,105,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, Hikvision, DS-3E0518P-E/M, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, 16 Port",DS-3E0518P-E-M-1200x1200.jpg,Hikvision,hikvision-ds-3e0518p-e-m-16-port-gigabit-poe-network-switch,Hikvision DS-3E0518P-E/M 16 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0518P-E/M 16 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0518P-E/M with reliable.",Hikvision DS-3E0518P-E/M 16 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0518P-E/M 16 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0518P-E/M with reliable.",Hikvision DS-3E0518P-E/M PoE Network Switch,Hikvision DS-3E0518P-E/M 16 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0518P-E/M 16 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0518P-E/M with reliable.",Brand,Hikvision,1,0,Model,DS-3E0518P-E/M,1,0,Product Type,PoE Network Switch,1,0,HIKVISION DS-3E0518P-E/M 16 Port Gigabit Unmanaged POE Switch,"HIKVISION DS-3E0518P-E/M 16 Port Gigabit Unmanaged POE Switch is a poe switches from HIKVISION suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: DS-3E0518P-E/M."
,simple,DS-3E0526P-E/M,Hikvision DS-3E0526P-E/M 24 Port Gigabit PoE Network Switch,1,0,visible,"Hikvision DS-3E0526P-E/M 24 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Model DS-3E0526P-E/M from Hikvision, supplied for professional installations and business use.","<p><strong>Hikvision DS-3E0526P-E/M 24 Port Gigabit PoE Network Switch</strong> is a poe network switch from Hikvision built for networking, rack, and IT infrastructure projects.</p><ul><li>Hikvision DS-3E0526P-E/M 24 Port Gigabit PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: DS-3E0526P-E/M for accurate ordering and after-sales support.</li><li>Key product details include 24 Port, POE, Gigabit.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, Gigabit connectivity, managed network control depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,1,150,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, Hikvision, DS-3E0526P-E/M, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, 24 Port",DS-3E0526P-E-M-1200x1200.jpg,Hikvision,hikvision-ds-3e0526p-e-m-24-port-gigabit-poe-network-switch,Hikvision DS-3E0526P-E/M 24 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0526P-E/M 24 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0526P-E/M with reliable.",Hikvision DS-3E0526P-E/M 24 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0526P-E/M 24 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0526P-E/M with reliable.",Hikvision DS-3E0526P-E/M PoE Network Switch,Hikvision DS-3E0526P-E/M 24 Port Gigabit PoE Network Switch,"Buy Hikvision DS-3E0526P-E/M 24 Port Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E0526P-E/M with reliable.",Brand,Hikvision,1,0,Model,DS-3E0526P-E/M,1,0,Product Type,PoE Network Switch,1,0,HIKVISION DS-3E0526P-E/M 24 Port Gigabit Unmanaged POE Switch,"HIKVISION DS-3E0526P-E/M 24 Port Gigabit Unmanaged POE Switch is a poe switches from HIKVISION suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: DS-3E0526P-E/M."
,simple,DS-3E1105P-EI/M,Hikvision DS-3E1105P-EI/M 4 Port Fast Ethernet PoE Network Switch,1,0,visible,"Hikvision DS-3E1105P-EI/M 4 Port Fast Ethernet PoE Network Switch for networking, rack, and IT infrastructure projects. Model DS-3E1105P-EI/M from Hikvision, supplied for professional installations and business use.","<p><strong>Hikvision DS-3E1105P-EI/M 4 Port Fast Ethernet PoE Network Switch</strong> is a poe network switch from Hikvision built for networking, rack, and IT infrastructure projects.</p><ul><li>Hikvision DS-3E1105P-EI/M 4 Port Fast Ethernet PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: DS-3E1105P-EI/M for accurate ordering and after-sales support.</li><li>Key product details include 4 Port, POE, Fast Ethernet.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,1,21,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, Hikvision, DS-3E1105P-EI/M, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, 4 Port",DS-3E1105P-EI-M-1200x1200.jpg,Hikvision,hikvision-ds-3e1105p-ei-m-4-port-fast-ethernet-poe-network-switch,Hikvision DS-3E1105P-EI/M 4 Port Fast Ethernet PoE Network Switch,"Buy Hikvision DS-3E1105P-EI/M 4 Port Fast Ethernet PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E1105P-EI/M with.",Hikvision DS-3E1105P-EI/M 4 Port Fast Ethernet PoE Network Switch,"Buy Hikvision DS-3E1105P-EI/M 4 Port Fast Ethernet PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E1105P-EI/M with.",Hikvision DS-3E1105P-EI/M PoE Network Switch,Hikvision DS-3E1105P-EI/M 4 Port Fast Ethernet PoE Network Switch,"Buy Hikvision DS-3E1105P-EI/M 4 Port Fast Ethernet PoE Network Switch for networking, rack, and IT infrastructure projects. Hikvision DS-3E1105P-EI/M with.",Brand,Hikvision,1,0,Model,DS-3E1105P-EI/M,1,0,Product Type,PoE Network Switch,1,0,HIKVISION DS-3E1105P-EI/M 4 Port Fast Ethernet Smart POE Switch,"HIKVISION DS-3E1105P-EI/M 4 Port Fast Ethernet Smart POE Switch is a poe switches from HIKVISION suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: DS-3E1105P-EI/M."
